id;servicenumber;statuscode;created;msgid;put;reasoncode;route;direction
2976;8899-9300120-040205-00000042/18;1068;2018-12-14 13:17:44.111651;313534333933313134303435352d313a323a393a313a3734;2018-12-14 13:17:43.360000;;true;out
2977;8899-9300120-040205-00000042/18;1068;2018-12-14 13:18:18.284523;3534333933313134303435352d313a323a31303a313a3737;2018-12-14 13:18:17.840000;;true;out
2978;8899-9300120-040205-00000192/18;1010;2018-12-14 13:38:57.620912;414d512047553031514d202020202020a95c135cf7ce0220;2018-12-14 13:38:55.410000;;true;out
2979;8899-9300120-040205-00000193/18;1010;2018-12-14 13:42:24.795590;414d512047553031514d202020202020a95c135cfdce0220;2018-12-14 13:42:23.860000;;true;out
2980;8899-9300120-040205-00000194/18;1010;2018-12-14 13:42:41.546598;414d512047553031514d202020202020a95c135c064b0820;2018-12-14 13:42:40.330000;;true;out
2981;8899-9300120-040204-00000823/18;1010;2018-12-14 13:43:01.571650;414d512047553031514d202020202020a95c135c0c4b0820;2018-12-14 13:43:00.390000;;true;out
2982;8899-9300120-040205-00000195/18;1010;2018-12-14 13:44:02.477075;414d512047553031514d202020202020a95c135c124b0820;2018-12-14 13:43:53.300000;;true;out
2983;8899-9300120-040205-00000196/18;1010;2018-12-14 13:44:20.190262;414d512047553031514d202020202020a95c135c184b0820;2018-12-14 13:44:17.900000;;true;out
2984;8899-9300120-040205-00000197/18;1010;2018-12-14 13:44:23.814720;414d512047553031514d202020202020a95c135c1e4b0820;2018-12-14 13:44:20.680000;;true;out
2985;8899-9300120-040204-00000824/18;1010;2018-12-14 13:45:25.252036;414d512047553031514d202020202020a95c135c244b0820;2018-12-14 13:45:23.870000;;true;out
2986;8899-9300120-040204-00000825/18;1010;2018-12-14 14:01:24.729561;414d512047553031514d202020202020a95c135c2a4b0820;2018-12-14 14:01:23.740000;;true;out
2987;8899-9300120-040204-00000826/18;1010;2018-12-14 14:01:49.016095;414d512047553031514d202020202020a95c135c304b0820;2018-12-14 14:01:48.080000;;true;out
2988;8899-9300120-040205-00000198/18;1010;2018-12-14 14:06:41.480122;414d512047553031514d202020202020a95c135c364b0820;2018-12-14 14:06:39.700000;;true;out
2989;8899-9300120-040205-00000199/18;1010;2018-12-14 14:09:36.327730;414d512047553031514d202020202020a95c135c3c4b0820;2018-12-14 14:09:34.270000;;true;out
2990;8899-9300120-040205-00000200/18;1010;2018-12-14 14:10:36.079874;414d512047553031514d202020202020a95c135c424b0820;2018-12-14 14:10:34.390000;;true;out
2991;8899-9300120-040205-00000201/18;1010;2018-12-14 14:15:24.879668;414d512047553031514d202020202020a95c135c484b0820;2018-12-14 14:15:22.820000;;true;out
2992;8899-9300120-040204-00000827/18;1010;2018-12-14 14:16:05.155403;414d512047553031514d202020202020a95c135c4e4b0820;2018-12-14 14:16:03.780000;;true;out
2993;8899-9300120-040204-00000828/18;1010;2018-12-14 16:03:20.228556;414d512047553031514d202020202020a95c135c544b0820;2018-12-14 16:03:16.580000;;true;out
2994;8899-9300120-040204-00000829/18;1010;2018-12-14 16:06:27.708603;414d512047553031514d202020202020a95c135c5a4b0820;2018-12-14 16:06:23.850000;;true;out
2995;8899-9300120-040204-00000831/18;1010;2018-12-14 16:45:34.322233;414d512047553031514d202020202020a95c135c664b0820;2018-12-14 16:45:31.540000;;true;out
2996;8899-9300120-040204-00000821/18;1040;2018-12-14 17:11:37.622796;414d512047553031514d202020202020a95c135ca5f30d20;2018-12-14 17:11:36.990000;;false;out
2997;8899-9300120-040204-00000822/18;1040;2018-12-14 17:11:37.988550;414d512047553031514d202020202020a95c135cabf30d20;2018-12-14 17:11:37.100000;;false;out
2998;8899-9300120-040205-00000192/18;1040;2018-12-14 17:11:38.195886;414d512047553031514d202020202020a95c135cb1f30d20;2018-12-14 17:11:37.210000;;false;out
2999;8899-9300120-040205-00000193/18;1040;2018-12-14 17:11:38.579358;414d512047553031514d202020202020a95c135cb7f30d20;2018-12-14 17:11:37.570000;;false;out
3000;8899-9300120-040205-00000194/18;1040;2018-12-14 17:11:38.920147;414d512047553031514d202020202020a95c135cbdf30d20;2018-12-14 17:11:37.690000;;false;out
3001;8899-9300120-040204-00000823/18;1040;2018-12-14 17:11:39.397972;414d512047553031514d202020202020a95c135cc3f30d20;2018-12-14 17:11:38.040000;;false;out
3002;8899-9300120-040205-00000195/18;1040;2018-12-14 17:11:39.880354;414d512047553031514d202020202020a95c135cc9f30d20;2018-12-14 17:11:38.230000;;false;out
3003;8899-9300120-040205-00000196/18;1040;2018-12-14 17:11:40.382265;414d512047553031514d202020202020a95c135ccff30d20;2018-12-14 17:11:38.620000;;false;out
3004;8899-9300120-040205-00000197/18;1040;2018-12-14 17:11:40.780134;414d512047553031514d202020202020a95c135cd5f30d20;2018-12-14 17:11:38.800000;;false;out
3005;8899-9300120-040204-00000824/18;1040;2018-12-14 17:11:41.219927;414d512047553031514d202020202020a95c135cdbf30d20;2018-12-14 17:11:38.990000;;false;out
3006;8899-9300120-040204-00000825/18;1040;2018-12-14 17:11:41.511398;414d512047553031514d202020202020a95c135ce1f30d20;2018-12-14 17:11:39.210000;;false;out
3007;8899-9300120-040204-00000826/18;1040;2018-12-14 17:11:41.845836;414d512047553031514d202020202020a95c135ce7f30d20;2018-12-14 17:11:39.340000;;false;out
3008;8899-9300120-040205-00000198/18;1040;2018-12-14 17:11:42.062654;414d512047553031514d202020202020a95c135cedf30d20;2018-12-14 17:11:39.580000;;false;out
3009;8899-9300120-040205-00000199/18;1040;2018-12-14 17:11:42.612477;414d512047553031514d202020202020a95c135cf3f30d20;2018-12-14 17:11:39.810000;;false;out
3010;8899-9300120-040205-00000200/18;1040;2018-12-14 17:11:42.905713;414d512047553031514d202020202020a95c135cf9f30d20;2018-12-14 17:11:39.950000;;false;out
3011;8899-9300120-040205-00000201/18;1040;2018-12-14 17:11:43.220482;414d512047553031514d202020202020a95c135cfff30d20;2018-12-14 17:11:40.160000;;false;out
3012;8899-9300120-040204-00000827/18;1040;2018-12-14 17:11:43.387657;414d512047553031514d202020202020a95c135c06f20e20;2018-12-14 17:11:40.350000;;false;out
3014;8899-9300120-040204-00000829/18;1040;2018-12-14 17:11:44.222871;414d512047553031514d202020202020a95c135c12f20e20;2018-12-14 17:11:40.770000;;false;out
3015;8899-9300120-040204-00000831/18;1040;2018-12-14 17:11:45.922010;414d512047553031514d202020202020a95c135c1ef20e20;2018-12-14 17:11:41.220000;;false;out
3016;8899-9300120-040205-00000201/18;1035;2018-12-14 17:11:50.848573;414d512047553031514d202020202020a95c135c36f20e20;2018-12-14 17:11:42.060000;;true;out
3018;8899-9300120-040204-00000829/18;1035;2018-12-14 17:11:51.069996;414d512047553031514d202020202020a95c135c42f20e20;2018-12-14 17:11:42.590000;;true;out
3020;8899-9300120-040205-00000198/18;10090;2018-12-14 17:11:51.375887;414d512047553031514d202020202020a95c135c4ef20e20;2018-12-14 17:11:43.880000;;true;out
3022;8899-9300120-040205-00000194/18;1035;2018-12-14 17:11:51.793187;414d512047553031514d202020202020a95c135c5af20e20;2018-12-14 17:11:45.320000;;true;out
3026;8899-9300120-040205-00000197/18;1050;2018-12-14 17:11:55.160002;414d512047553031514d202020202020a95c135c7ef20e20;2018-12-14 17:11:46.370000;;true;out
3028;8899-9300120-040205-00000197/18;10091;2018-12-14 17:11:55.516807;414d512047553031514d202020202020a95c135c8af20e20;2018-12-14 17:11:48.670000;;true;out
3030;8899-9300120-040204-00000822/18;1035;2018-12-14 17:11:55.923041;414d512047553031514d202020202020a95c135c96f20e20;2018-12-14 17:11:49.000000;;true;out
3032;8899-9300120-040204-00000825/18;1050;2018-12-14 17:11:56.265075;414d512047553031514d202020202020a95c135ca2f20e20;2018-12-14 17:11:49.160000;;true;out
3034;8899-9300120-040204-00000825/18;10091;2018-12-14 17:11:56.564423;414d512047553031514d202020202020a95c135caef20e20;2018-12-14 17:11:51.520000;;true;out
3036;8899-9300120-040204-00000827/18;1035;2018-12-14 17:11:56.889980;414d512047553031514d202020202020a95c135cbaf20e20;2018-12-14 17:11:51.870000;;true;out
3038;8899-9300120-040204-00000824/18;1035;2018-12-14 17:11:58.597328;414d512047553031514d202020202020a95c135cc6f20e20;2018-12-14 17:11:52.180000;;true;out
3040;8899-9300120-040204-00000823/18;1035;2018-12-14 17:11:59.505024;414d512047553031514d202020202020a95c135cd2f20e20;2018-12-14 17:11:52.590000;;true;out
3042;8899-9300120-040204-00000828/18;10090;2018-12-14 17:12:00.444113;414d512047553031514d202020202020a95c135cdef20e20;2018-12-14 17:11:53.920000;;true;out
3044;8899-9300120-040204-00000833/18;1010;2018-12-14 17:20:22.825394;414d512047553031514d202020202020a95c135ceaf20e20;2018-12-14 17:20:20.590000;;true;out
3051;8899-9300120-040204-00000836/18;1010;2018-12-14 18:00:38.470876;414d512047553031514d202020202020a95c135c0c541020;2018-12-14 18:00:34.730000;;true;out
3052;8899-9300120-040205-00000113/18;1069;2018-12-14 18:03:14.467574;313534333933313134303435352d313a323a393a313a3737;2018-12-14 18:03:13.330000;;true;out
3055;8899-9300120-040204-00000836/18;1040;2018-12-14 18:15:34.439408;414d512047553031514d202020202020a95c135c36541020;2018-12-14 18:15:30.170000;;false;out
3056;8899-9300120-040204-00000828/18;1053;2018-12-14 18:15:36.497478;414d512047553031514d202020202020a95c135c42541020;2018-12-14 18:15:30.590000;;true;out
3058;8899-9300120-040205-00000113/18;1053;2018-12-14 18:15:37.224179;414d512047553031514d202020202020a95c135c4e541020;2018-12-14 18:15:30.870000;;true;out
3063;8899-9300120-040204-00000828/18;1090;2018-12-14 18:15:56.825299;414d512047553031514d202020202020a95c135c96541020;2018-12-14 18:15:52.040000;;true;out
3065;8899-9300120-040205-00000113/18;1090;2018-12-14 18:15:57.080465;414d512047553031514d202020202020a95c135ca2541020;2018-12-14 18:15:52.490000;;true;out
15333;8899-9300120-040206-00000024/20;1010;2020-12-18 11:56:41.303578;414d512047553031514d20202020202097e3db5f421a2a20;2020-12-18 11:56:41.110000;;true;out
15335;8899-9300120-040206-00000024/20;1040;2020-12-18 11:56:48.540512;414d512047553031514d20202020202097e3db5f776a2e20;2020-12-18 11:56:48.470000;;true;out
15337;8899-9300120-040206-00000023/20;1035;2020-12-18 11:56:48.863975;414d512047553031514d20202020202097e3db5f796a2e20;2020-12-18 11:56:48.840000;;true;out
17684;8899-9300120-040205-00000072/21;1010;2021-02-03 11:20:30.170253;414d512047553031514d2020202020205dfb1760baa40420;2021-02-03 11:20:29.210000;;true;out
17686;8899-9300120-040205-00000072/21;1050;2021-02-03 11:20:39.347154;414d512047553031514d2020202020205dfb17607409b620;2021-02-03 11:20:39.100000;;true;out
17688;8899-9300120-040205-00000072/21;10091;2021-02-03 11:20:39.954903;414d512047553031514d2020202020205dfb17607609b620;2021-02-03 11:20:39.290000;;true;out
17689;8899-9300120-040205-00000073/21;1010;2021-02-03 14:32:15.070849;414d512047553031514d2020202020205dfb1760c2a40420;2021-02-03 14:32:14.000000;;true;out
17691;8899-9300120-040205-00000073/21;1035;2021-02-03 14:32:20.359960;414d512047553031514d2020202020205dfb176020abcf20;2021-02-03 14:32:20.050000;;true;out
17692;8899-9300120-066201-00000033/21;1010;2021-02-03 15:22:32.273482;414d512047553031514d2020202020205dfb1760caa40420;2021-02-03 15:22:31.320000;;true;out
17694;8899-9300120-066201-00000033/21;1050;2021-02-03 15:22:40.987242;414d512047553031514d2020202020205dfb176089d6d520;2021-02-03 15:22:40.750000;;true;out
17696;8899-9300120-066201-00000033/21;10091;2021-02-03 15:22:41.535954;414d512047553031514d2020202020205dfb17608bd6d520;2021-02-03 15:22:40.910000;;true;out
17698;8899-9300120-066201-00000033/21;1069;2021-02-03 15:23:17.793546;3631313133373332383037322d313a34333a363a313a3432;2021-02-03 15:23:17.600000;;true;inc
17700;8899-9300120-066201-00000033/21;10191;2021-02-03 15:23:37.323966;414d512047553031514d2020202020205dfb17601dbcd620;2021-02-03 15:23:36.960000;;true;out
17702;8899-9300120-040205-00000074/21;1010;2021-02-03 16:43:06.534500;414d512047553031514d2020202020205dfb1760d2a40420;2021-02-03 16:43:05.560000;;true;out
17704;8899-9300120-040205-00000074/21;1035;2021-02-03 16:43:11.317967;414d512047553031514d2020202020205dfb17608374e120;2021-02-03 16:43:11.050000;;true;out
17705;8899-9300120-040205-00000075/21;1010;2021-02-03 16:43:48.002940;414d512047553031514d2020202020205dfb1760daa40420;2021-02-03 16:43:47.480000;;true;out
17707;8899-9300120-040205-00000075/21;1035;2021-02-03 16:43:56.687401;414d512047553031514d2020202020205dfb17604cb5e120;2021-02-03 16:43:56.190000;;true;out
17708;8899-9300120-040205-00000076/21;1010;2021-02-03 16:45:22.687141;414d512047553031514d2020202020205dfb1760e2a40420;2021-02-03 16:45:22.180000;;true;out
17710;8899-9300120-040205-00000076/21;1035;2021-02-03 16:45:33.061407;414d512047553031514d2020202020205dfb1760da9ae120;2021-02-03 16:45:32.770000;;true;out
17711;8899-9300120-040204-00000095/21;1010;2021-02-03 16:58:27.388164;414d512047553031514d2020202020205dfb1760eaa40420;2021-02-03 16:58:26.760000;;true;out
17713;8899-9300120-040204-00000095/21;1050;2021-02-03 16:58:40.271515;414d512047553031514d2020202020205dfb1760a84ae320;2021-02-03 16:58:40.200000;;true;out
17715;8899-9300120-040204-00000095/21;10091;2021-02-03 16:58:40.875992;414d512047553031514d2020202020205dfb1760aa4ae320;2021-02-03 16:58:40.370000;;true;out
17717;8899-9300120-066201-00000029/21;1068;2021-02-03 17:06:46.208816;3631313133373332383037322d313a34333a373a313a3430;2021-02-03 17:06:45.790000;;true;inc
17719;8899-9300120-066201-00000029/21;1053;2021-02-03 17:06:50.652175;414d512047553031514d2020202020205dfb1760c915e020;2021-02-03 17:06:50.600000;;true;out
17721;8899-9300120-066201-00000029/21;1068;2021-02-03 17:07:04.715179;3631313133373332383037322d313a34333a373a313a3432;2021-02-03 17:07:04.290000;;true;inc
17723;8899-9300120-040206-00000056/21;1010;2021-02-03 17:35:54.251044;414d512047553031514d2020202020205dfb1760f2a40420;2021-02-03 17:35:53.170000;;true;out
17725;8899-9300120-040206-00000056/21;1035;2021-02-03 17:36:02.923989;414d512047553031514d2020202020205dfb1760219be920;2021-02-03 17:36:02.640000;;true;out
17726;8899-9300120-040206-00000057/21;1010;2021-02-03 17:57:37.691631;414d512047553031514d2020202020205dfb1760faa40420;2021-02-03 17:57:36.890000;;true;out
3013;8899-9300120-040204-00000828/18;1040;2018-12-14 17:11:43.839294;414d512047553031514d202020202020a95c135c0cf20e20;2018-12-14 17:11:40.580000;;false;out
3017;8899-9300120-040205-00000193/18;1035;2018-12-14 17:11:50.982873;414d512047553031514d202020202020a95c135c3cf20e20;2018-12-14 17:11:42.240000;;true;out
3019;8899-9300120-040205-00000198/18;1050;2018-12-14 17:11:51.218461;414d512047553031514d202020202020a95c135c48f20e20;2018-12-14 17:11:42.700000;;true;out
3021;8899-9300120-040205-00000198/18;10091;2018-12-14 17:11:51.477861;414d512047553031514d202020202020a95c135c54f20e20;2018-12-14 17:11:45.140000;;true;out
3023;8899-9300120-040205-00000195/18;1035;2018-12-14 17:11:51.921626;414d512047553031514d202020202020a95c135c60f20e20;2018-12-14 17:11:45.440000;;true;out
3024;8899-9300120-040205-00000196/18;1035;2018-12-14 17:11:53.400596;414d512047553031514d202020202020a95c135c6cf20e20;2018-12-14 17:11:45.750000;;true;out
3025;8899-9300120-040205-00000192/18;1035;2018-12-14 17:11:55.003770;414d512047553031514d202020202020a95c135c78f20e20;2018-12-14 17:11:46.000000;;true;out
3027;8899-9300120-040205-00000197/18;10090;2018-12-14 17:11:55.350036;414d512047553031514d202020202020a95c135c84f20e20;2018-12-14 17:11:47.530000;;true;out
3029;8899-9300120-040204-00000826/18;1035;2018-12-14 17:11:55.803706;414d512047553031514d202020202020a95c135c90f20e20;2018-12-14 17:11:48.850000;;true;out
3031;8899-9300120-040204-00000831/18;1035;2018-12-14 17:11:56.022567;414d512047553031514d202020202020a95c135c9cf20e20;2018-12-14 17:11:49.090000;;true;out
3033;8899-9300120-040204-00000825/18;10090;2018-12-14 17:11:56.468050;414d512047553031514d202020202020a95c135ca8f20e20;2018-12-14 17:11:50.330000;;true;out
3035;8899-9300120-040205-00000200/18;1035;2018-12-14 17:11:56.773219;414d512047553031514d202020202020a95c135cb4f20e20;2018-12-14 17:11:51.780000;;true;out
3037;8899-9300120-040204-00000821/18;1035;2018-12-14 17:11:57.436348;414d512047553031514d202020202020a95c135cc0f20e20;2018-12-14 17:11:52.080000;;true;out
3039;8899-9300120-040205-00000199/18;1035;2018-12-14 17:11:59.103234;414d512047553031514d202020202020a95c135cccf20e20;2018-12-14 17:11:52.390000;;true;out
3041;8899-9300120-040204-00000828/18;1050;2018-12-14 17:12:00.078914;414d512047553031514d202020202020a95c135cd8f20e20;2018-12-14 17:11:52.820000;;true;out
3043;8899-9300120-040204-00000828/18;10091;2018-12-14 17:12:00.981509;414d512047553031514d202020202020a95c135ce4f20e20;2018-12-14 17:11:55.100000;;true;out
3045;8899-9300120-040205-00000202/18;1010;2018-12-14 17:24:45.611635;414d512047553031514d202020202020a95c135cf6f20e20;2018-12-14 17:24:42.490000;;true;out
3046;8899-9300120-040204-00000828/18;1069;2018-12-14 17:40:30.731018;313534333933313134303435352d313a323a343a313a3737;2018-12-14 17:40:28.560000;;true;out
3047;8899-9300120-040205-00000198/18;1069;2018-12-14 17:41:33.678517;313534333933313134303435352d313a323a353a313a3737;2018-12-14 17:41:32.350000;;true;out
3048;8899-9300120-040204-00000828/18;1068;2018-12-14 17:45:20.953398;313534333933313134303435352d313a323a363a313a3737;2018-12-14 17:45:18.720000;;true;out
3049;8899-9300120-040205-00000188/18;1068;2018-12-14 17:46:18.033378;313534333933313134303435352d313a323a373a313a3737;2018-12-14 17:46:17.120000;;true;out
3050;8899-9300120-040205-00000113/18;1068;2018-12-14 17:55:27.952891;313534333933313134303435352d313a323a383a313a3737;2018-12-14 17:55:26.150000;;true;out
3053;8899-9300120-040204-00000833/18;1040;2018-12-14 18:15:29.554656;414d512047553031514d202020202020a95c135c18541020;2018-12-14 18:15:29.310000;;false;out
3054;8899-9300120-040205-00000202/18;1040;2018-12-14 18:15:31.276042;414d512047553031514d202020202020a95c135c24541020;2018-12-14 18:15:29.610000;;false;out
3057;8899-9300120-040205-00000188/18;1053;2018-12-14 18:15:36.942889;414d512047553031514d202020202020a95c135c48541020;2018-12-14 18:15:30.780000;;true;out
3059;8899-9300120-040204-00000836/18;1035;2018-12-14 18:15:37.289638;414d512047553031514d202020202020a95c135c54541020;2018-12-14 18:15:31.020000;;true;out
3060;8899-9300120-040204-00000828/18;1077;2018-12-14 18:15:38.473984;414d512047553031514d202020202020a95c135c60541020;2018-12-14 18:15:31.370000;;true;out
3061;8899-9300120-040205-00000202/18;1035;2018-12-14 18:15:39.704623;414d512047553031514d202020202020a95c135c6c541020;2018-12-14 18:15:31.730000;;true;out
3062;8899-9300120-040204-00000833/18;1035;2018-12-14 18:15:56.550077;414d512047553031514d202020202020a95c135c90541020;2018-12-14 18:15:51.770000;;true;out
3064;8899-9300120-040205-00000198/18;1090;2018-12-14 18:15:56.936370;414d512047553031514d202020202020a95c135c9c541020;2018-12-14 18:15:52.230000;;true;out
3066;8899-9300120-040204-00000747/18;1068;2018-12-14 18:34:12.228638;3534333933313134303435352d313a323a31303a313a3830;2018-12-14 18:34:11.040000;;true;out
3067;8899-9300120-040204-00000747/18;1053;2018-12-14 18:34:33.819854;414d512047553031514d202020202020a95c135ccc541020;2018-12-14 18:34:33.150000;;true;out
3068;8899-9300120-040204-00000747/18;1077;2018-12-14 18:34:34.299009;414d512047553031514d202020202020a95c135cd2541020;2018-12-14 18:34:33.270000;;true;out
3069;8899-9300120-040204-00000747/18;1068;2018-12-14 18:34:37.010510;313534333933313134303435352d313a323a313a313a3830;2018-12-14 18:34:36.620000;;true;out
3070;8899-9300120-040204-00000747/18;1053;2018-12-14 18:35:04.853941;414d512047553031514d202020202020a95c135cd8541020;2018-12-14 18:35:04.470000;;true;out
3071;8899-9300120-040204-00000747/18;1077;2018-12-14 18:35:06.309694;414d512047553031514d202020202020a95c135cde541020;2018-12-14 18:35:04.590000;;true;out
3072;8899-9300120-040206-00000054/18;1069;2018-12-14 19:44:22.493743;313534333933313134303435352d313a323a323a313a3830;2018-12-14 19:44:21.700000;;true;out
3073;8899-9300120-040206-00000054/18;1090;2018-12-14 19:44:55.411495;414d512047553031514d202020202020a95c135c2af51520;2018-12-14 19:44:54.600000;;true;out
3074;8899-9300120-040204-00000840/18;1010;2018-12-14 19:55:09.533022;414d512047553031514d202020202020a95c135c42f51520;2018-12-14 19:55:05.080000;;true;out
3075;8899-9300120-040204-00000840/18;1040;2018-12-14 19:55:36.856440;414d512047553031514d202020202020a95c135c48f51520;2018-12-14 19:55:36.540000;;false;out
3076;8899-9300120-040204-00000840/18;1035;2018-12-14 19:55:37.037746;414d512047553031514d202020202020a95c135c4ef51520;2018-12-14 19:55:36.710000;;true;out
3077;8899-9300120-040205-00000208/18;1010;2018-12-14 19:55:54.109006;414d512047553031514d202020202020a95c135c54f51520;2018-12-14 19:55:51.290000;;true;out
3078;8899-9300120-040205-00000208/18;1040;2018-12-14 19:56:22.765649;414d512047553031514d202020202020a95c135c5af51520;2018-12-14 19:56:22.530000;;false;out
3079;8899-9300120-040205-00000208/18;1050;2018-12-14 19:56:22.938444;414d512047553031514d202020202020a95c135c60f51520;2018-12-14 19:56:22.650000;;true;out
3080;8899-9300120-040205-00000208/18;10090;2018-12-14 19:56:23.954284;414d512047553031514d202020202020a95c135c66f51520;2018-12-14 19:56:23.750000;;true;out
3081;8899-9300120-040205-00000208/18;10091;2018-12-14 19:56:25.029747;414d512047553031514d202020202020a95c135c6cf51520;2018-12-14 19:56:24.870000;;true;out
3082;8899-9300120-040205-00000208/18;1068;2018-12-14 19:57:16.618633;313534333933313134303435352d313a323a333a313a3830;2018-12-14 19:57:15.940000;;true;out
3083;8899-9300120-040204-00000841/18;1010;2018-12-14 19:57:32.567422;414d512047553031514d202020202020a95c135c72f51520;2018-12-14 19:57:30.750000;;true;out
3084;8899-9300120-040205-00000208/18;1053;2018-12-14 19:57:37.701499;414d512047553031514d202020202020a95c135c78f51520;2018-12-14 19:57:37.470000;;true;out
3085;8899-9300120-040205-00000208/18;1077;2018-12-14 19:57:37.957463;414d512047553031514d202020202020a95c135c7ef51520;2018-12-14 19:57:37.600000;;true;out
3086;8899-9300120-040204-00000841/18;1040;2018-12-14 19:58:05.312264;414d512047553031514d202020202020a95c135c84f51520;2018-12-14 19:58:05.050000;;false;out
3087;8899-9300120-040204-00000841/18;1035;2018-12-14 19:58:05.829046;414d512047553031514d202020202020a95c135c8af51520;2018-12-14 19:58:05.150000;;true;out
3088;8899-9300120-040204-00000842/18;1010;2018-12-14 20:00:26.568063;414d512047553031514d202020202020a95c135c4b361020;2018-12-14 19:59:39.540000;;true;out
3089;8899-9300120-040205-00000208/18;1068;2018-12-14 20:00:44.993794;313534333933313134303435352d313a323a343a313a3830;2018-12-14 20:00:43.930000;;true;out
3091;8899-9300120-040204-00000842/18;1050;2018-12-14 20:00:53.543092;414d512047553031514d202020202020a95c135c57361020;2018-12-14 20:00:53.200000;;true;out
3093;8899-9300120-040204-00000842/18;10091;2018-12-14 20:00:56.014591;414d512047553031514d202020202020a95c135c63361020;2018-12-14 20:00:55.620000;;true;out
3096;8899-9300120-040205-00000208/18;1053;2018-12-14 20:02:38.704290;414d512047553031514d202020202020a95c135c6f361020;2018-12-14 20:02:38.380000;;true;out
3098;8899-9300120-040206-00000090/18;1040;2018-12-14 20:03:54.652371;414d512047553031514d202020202020a95c135c7b361020;2018-12-14 20:03:54.330000;;false;out
3100;8899-9300120-040206-00000090/18;10090;2018-12-14 20:03:55.869404;414d512047553031514d202020202020a95c135c87361020;2018-12-14 20:03:55.660000;;true;out
3102;8899-9300120-040205-00000209/18;1010;2018-12-14 20:05:53.869912;414d512047553031514d202020202020a95c135c93361020;2018-12-14 20:05:50.280000;;true;out
3104;8899-9300120-040205-00000209/18;1050;2018-12-14 20:06:36.082288;414d512047553031514d202020202020a95c135c9f361020;2018-12-14 20:06:35.150000;;true;out
3106;8899-9300120-040205-00000209/18;10091;2018-12-14 20:06:37.622472;414d512047553031514d202020202020a95c135cab361020;2018-12-14 20:06:37.430000;;true;out
3107;8899-9300120-040205-00000209/18;1068;2018-12-14 20:20:02.560107;3534333933313134303435352d313a323a31303a313a3833;2018-12-14 20:20:01.820000;;true;out
3109;8899-9300120-040205-00000209/18;1077;2018-12-14 20:20:20.470682;414d512047553031514d202020202020a95c135cb7361020;2018-12-14 20:20:20.010000;;true;out
3112;8899-9300120-040204-00000842/18;1053;2018-12-14 20:34:03.386625;414d512047553031514d202020202020a95c135cbd361020;2018-12-14 20:34:03.130000;;true;out
3114;8899-9300120-040204-00000842/18;1077;2018-12-14 20:34:03.879042;414d512047553031514d202020202020a95c135cc9361020;2018-12-14 20:34:03.320000;;true;out
15334;8899-9300120-040206-00000023/20;1040;2020-12-18 11:56:48.371625;414d512047553031514d20202020202097e3db5f766a2e20;2020-12-18 11:56:48.300000;;true;out
15336;8899-9300120-040206-00000024/20;1035;2020-12-18 11:56:48.673740;414d512047553031514d20202020202097e3db5f786a2e20;2020-12-18 11:56:48.620000;;true;out
17685;8899-9300120-040205-00000072/21;1040;2021-02-03 11:20:39.053771;414d512047553031514d2020202020205dfb17607309b620;2021-02-03 11:20:38.950000;;true;out
17687;8899-9300120-040205-00000072/21;10090;2021-02-03 11:20:39.616759;414d512047553031514d2020202020205dfb17607509b620;2021-02-03 11:20:39.200000;;true;out
17690;8899-9300120-040205-00000073/21;1040;2021-02-03 14:32:20.028978;414d512047553031514d2020202020205dfb17601fabcf20;2021-02-03 14:32:19.990000;;true;out
17693;8899-9300120-066201-00000033/21;1040;2021-02-03 15:22:40.721270;414d512047553031514d2020202020205dfb176088d6d520;2021-02-03 15:22:40.640000;;true;out
17695;8899-9300120-066201-00000033/21;10090;2021-02-03 15:22:41.269714;414d512047553031514d2020202020205dfb17608ad6d520;2021-02-03 15:22:40.830000;;true;out
17697;8899-9300120-066201-00000033/21;1069;2021-02-03 15:23:16.861413;3631313133373332383037322d313a34333a373a313a3338;2021-02-03 15:23:16.520000;;true;inc
17699;8899-9300120-066201-00000033/21;10190;2021-02-03 15:23:36.929220;414d512047553031514d2020202020205dfb17601cbcd620;2021-02-03 15:23:36.860000;;true;out
17701;8899-9300120-066201-00000033/21;1090;2021-02-03 15:23:37.729347;414d512047553031514d2020202020205dfb17601ebcd620;2021-02-03 15:23:37.690000;;true;out
17703;8899-9300120-040205-00000074/21;1040;2021-02-03 16:43:11.008774;414d512047553031514d2020202020205dfb17608274e120;2021-02-03 16:43:10.970000;;true;out
17706;8899-9300120-040205-00000075/21;1040;2021-02-03 16:43:56.066151;414d512047553031514d2020202020205dfb17604bb5e120;2021-02-03 16:43:55.920000;;true;out
17709;8899-9300120-040205-00000076/21;1040;2021-02-03 16:45:32.743417;414d512047553031514d2020202020205dfb1760d99ae120;2021-02-03 16:45:32.680000;;true;out
17712;8899-9300120-040204-00000095/21;1040;2021-02-03 16:58:35.270827;414d512047553031514d2020202020205dfb1760a64ae320;2021-02-03 16:58:35.220000;;true;out
17714;8899-9300120-040204-00000095/21;10090;2021-02-03 16:58:40.569792;414d512047553031514d2020202020205dfb1760a94ae320;2021-02-03 16:58:40.290000;;true;out
17716;8899-9300120-040204-00000095/21;1080;2021-02-03 16:58:41.226542;414d512047553031514d2020202020205dfb1760ab4ae320;2021-02-03 16:58:40.460000;;true;out
